image_path,class_name,issue_type,vision_signal,risk_level,recommended_action,review_reason
ml/datasets/fruit_dataset_26/images/train/000000032699.jpg,pear,vision_nonfruit_signal,vision_furniture_0.934,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000389006.jpg,apple,vision_nonfruit_signal,vision_furniture_0.933,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000446670.jpg,pear,vision_nonfruit_signal,vision_furniture_0.927,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000574735.jpg,pear,vision_nonfruit_signal,vision_furniture_0.925,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000297639.jpg,orange,vision_nonfruit_signal,vision_furniture_0.922,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000092998.jpg,apple,vision_nonfruit_signal,vision_furniture_0.920,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000151830.jpg,orange,vision_nonfruit_signal,vision_furniture_0.920,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000534467.jpg,apple,vision_nonfruit_signal,vision_furniture_0.919,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000036091.jpg,pear,vision_nonfruit_signal,vision_furniture_0.918,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/val/000000581501.jpg,mango,vision_nonfruit_signal,vision_furniture_0.918,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000267932.jpg,pear,vision_nonfruit_signal,vision_furniture_0.917,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000552502.jpg,orange,vision_nonfruit_signal,vision_furniture_0.917,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000181179.jpg,apple,vision_nonfruit_signal,vision_furniture_0.915,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000130180.jpg,grape,vision_nonfruit_signal,vision_furniture_0.912,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000541279.jpg,pear,vision_nonfruit_signal,vision_furniture_0.912,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/val/000000226559.jpg,apple|orange,vision_nonfruit_signal,vision_furniture_0.911,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000139004.jpg,pear,vision_nonfruit_signal,vision_furniture_0.910,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/chestnut_Image_39.jpg,chestnut,vision_nonfruit_signal,vision_art_0.909,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000432417.jpg,orange,vision_nonfruit_signal,vision_furniture_0.907,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000119276.jpg,apple,vision_nonfruit_signal,vision_furniture_0.905,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000164121.jpg,orange|pear,vision_nonfruit_signal,vision_furniture_0.903,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000325505.jpg,pear,vision_nonfruit_signal,vision_furniture_0.902,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000505657.jpg,pear,vision_nonfruit_signal,vision_furniture_0.900,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000275961.jpg,pear,vision_nonfruit_signal,vision_furniture_0.898,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000424337.jpg,pear,vision_nonfruit_signal,vision_furniture_0.897,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000071936.jpg,persimmon,vision_nonfruit_signal,vision_furniture_0.896,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000341070.jpg,pear,vision_nonfruit_signal,vision_furniture_0.896,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000362599.jpg,apple|pear,vision_nonfruit_signal,vision_furniture_0.895,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000334328.jpg,pear,vision_nonfruit_signal,vision_furniture_0.890,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000181851.jpg,orange,vision_nonfruit_signal,vision_furniture_0.885,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000490711.jpg,pear,vision_nonfruit_signal,vision_furniture_0.883,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000364032.jpg,apple,vision_nonfruit_signal,vision_furniture_0.882,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_27.jpg,pomegranate,vision_nonfruit_signal,vision_art_0.882,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000486936.jpg,pear,vision_nonfruit_signal,vision_furniture_0.880,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000421560.jpg,orange,vision_nonfruit_signal,vision_furniture_0.878,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/val/000000039315.jpg,orange,vision_nonfruit_signal,vision_art_0.876,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/val/000000316026.jpg,pear,vision_nonfruit_signal,vision_furniture_0.875,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000178526.jpg,orange,vision_nonfruit_signal,vision_furniture_0.873,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_59.jpg,pomegranate,vision_nonfruit_signal,vision_art_0.871,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000514725.jpg,grape,vision_nonfruit_signal,vision_furniture_0.869,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000036953.jpg,apple|pear,vision_nonfruit_signal,vision_furniture_0.865,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000528915.jpg,cherry,vision_nonfruit_signal,vision_furniture_0.864,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/val/000000080853.jpg,apple,vision_nonfruit_signal,vision_furniture_0.864,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/val/000000151546.jpg,persimmon,vision_nonfruit_signal,vision_art_0.864,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000561894.jpg,mango,vision_nonfruit_signal,vision_furniture_0.863,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_28.jpg,bayberry,vision_nonfruit_signal,vision_art_0.862,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000346503.jpg,grape,vision_nonfruit_signal,vision_furniture_0.861,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000545160.jpg,pear,vision_nonfruit_signal,vision_furniture_0.859,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_26.jpg,pomegranate,vision_nonfruit_signal,vision_art_0.857,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000333580.jpg,pear,vision_nonfruit_signal,vision_furniture_0.856,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000360871.jpg,pear,vision_nonfruit_signal,vision_furniture_0.854,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000554698.jpg,mango,vision_nonfruit_signal,vision_furniture_0.854,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000424632.jpg,pear,vision_nonfruit_signal,vision_furniture_0.851,high,manual_review,High-confidence non-fruit Vision signal; verify that the image is usable.
ml/datasets/fruit_dataset_26/images/train/000000070965.jpg,apple|grape,vision_nonfruit_signal,vision_art_0.848,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000185820.jpg,pear,vision_nonfruit_signal,vision_furniture_0.847,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000475001.jpg,pear,vision_nonfruit_signal,vision_clothing_0.847,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/lychee_Image_35.jpg,lychee,vision_nonfruit_signal,vision_art_0.846,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000352252.jpg,apple,vision_nonfruit_signal,vision_furniture_0.845,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000506605.jpg,apple,vision_nonfruit_signal,vision_computer_0.845,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/lychee_Image_54.jpg,lychee,vision_nonfruit_signal,vision_animal_0.844,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000349322.jpg,orange,vision_nonfruit_signal,vision_furniture_0.840,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000572754.jpg,grape,vision_nonfruit_signal,vision_art_0.839,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000442197.jpg,orange,vision_nonfruit_signal,vision_document_0.838,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000530002.jpg,apple,vision_nonfruit_signal,vision_computer_0.837,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000571654.jpg,orange,vision_nonfruit_signal,vision_computer_0.836,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000021020.jpg,pear,vision_nonfruit_signal,vision_furniture_0.835,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000151170.jpg,apple,vision_nonfruit_signal,vision_computer_0.833,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000523536.jpg,apple,vision_nonfruit_signal,vision_animal_0.832,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/chestnut_Image_48.jpg,chestnut,vision_nonfruit_signal,vision_art_0.832,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000292051.jpg,apple,vision_nonfruit_signal,vision_document_0.831,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000444233.jpg,apple,vision_nonfruit_signal,vision_furniture_0.831,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000486543.jpg,apple,vision_nonfruit_signal,vision_furniture_0.828,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_22.jpg,pomegranate,vision_nonfruit_signal,vision_art_0.827,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000107691.jpg,mango,vision_nonfruit_signal,vision_art_0.826,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000150444.jpg,persimmon,vision_nonfruit_signal,vision_furniture_0.826,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000506470.jpg,apple|pear,vision_nonfruit_signal,vision_art_0.826,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000485483.jpg,pear,vision_nonfruit_signal,vision_furniture_0.824,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000508278.jpg,pear,vision_nonfruit_signal,vision_furniture_0.823,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000295889.jpg,cherry,vision_nonfruit_signal,vision_furniture_0.822,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000434222.jpg,apple,vision_nonfruit_signal,vision_computer_0.821,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000165610.jpg,pear|persimmon,vision_nonfruit_signal,vision_furniture_0.819,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/chestnut_Image_24.jpg,chestnut,vision_nonfruit_signal,vision_animal_0.818,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000051639.jpg,orange,vision_nonfruit_signal,vision_furniture_0.817,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000486415.jpg,strawberry,vision_nonfruit_signal,vision_furniture_0.815,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_14.jpg,pomegranate,vision_nonfruit_signal,vision_art_0.813,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/chestnut_Image_8.jpg,chestnut,vision_nonfruit_signal,vision_animal_0.807,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000170976.jpg,pear,vision_nonfruit_signal,vision_furniture_0.807,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000326293.jpg,pear,vision_nonfruit_signal,vision_furniture_0.807,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000106351.jpg,apple,vision_nonfruit_signal,vision_furniture_0.806,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000279561.jpg,orange,vision_nonfruit_signal,vision_furniture_0.806,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000296843.jpg,pear,vision_nonfruit_signal,vision_furniture_0.805,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000161941.jpg,pear,vision_nonfruit_signal,vision_furniture_0.804,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000143040.jpg,pear,vision_nonfruit_signal,vision_furniture_0.803,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000015947.jpg,apple|pear,vision_nonfruit_signal,vision_furniture_0.802,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000118086.jpg,apple,vision_nonfruit_signal,vision_animal_0.801,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000173856.jpg,apple,vision_nonfruit_signal,vision_computer_0.800,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_14.jpg,bayberry,vision_nonfruit_signal,vision_art_0.800,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000183398.jpg,pear,vision_nonfruit_signal,vision_furniture_0.799,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/lychee_Image_45.jpg,lychee,vision_nonfruit_signal,vision_animal_0.797,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000280270.jpg,persimmon,vision_nonfruit_signal,vision_vehicle_0.796,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000062175.jpg,apple,vision_nonfruit_signal,vision_computer_0.791,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000272670.jpg,orange,vision_nonfruit_signal,vision_furniture_0.789,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000259115.jpg,apple,vision_nonfruit_signal,vision_computer_0.788,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000341232.jpg,orange,vision_nonfruit_signal,vision_art_0.788,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000561543.jpg,mulberry|blueberry,vision_nonfruit_signal,vision_furniture_0.788,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000385485.jpg,apple,vision_nonfruit_signal,vision_furniture_0.787,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000500984.jpg,apple,vision_nonfruit_signal,vision_computer_0.787,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000392843.jpg,mango,vision_nonfruit_signal,vision_vehicle_0.786,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_13.jpg,bayberry,vision_nonfruit_signal,vision_art_0.785,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000347300.jpg,apple,vision_nonfruit_signal,vision_furniture_0.785,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000308798.jpg,persimmon,vision_nonfruit_signal,vision_furniture_0.782,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000110518.jpg,apple,vision_nonfruit_signal,vision_computer_0.780,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000535145.jpg,apple,vision_nonfruit_signal,vision_furniture_0.780,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_23.jpg,bayberry,vision_nonfruit_signal,vision_art_0.778,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000110019.jpg,apple,vision_nonfruit_signal,vision_furniture_0.777,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/lychee_Image_60.jpg,lychee,vision_nonfruit_signal,vision_animal_0.775,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_5.jpg,bayberry,vision_nonfruit_signal,vision_art_0.773,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000053385.jpg,apple,vision_nonfruit_signal,vision_computer_0.772,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000219059.jpg,apple,vision_nonfruit_signal,vision_computer_0.772,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000172509.jpg,kiwi,vision_nonfruit_signal,vision_furniture_0.768,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/val/000000414539.jpg,apple|pear|mango,vision_nonfruit_signal,vision_furniture_0.766,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000168963.jpg,pear,vision_nonfruit_signal,vision_animal_0.763,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000296161.jpg,apple,vision_nonfruit_signal,vision_animal_0.763,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000543882.jpg,apple,vision_nonfruit_signal,vision_furniture_0.762,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000089978.jpg,apple,vision_nonfruit_signal,vision_animal_0.760,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000571431.jpg,apple,vision_nonfruit_signal,vision_furniture_0.759,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/longan_Image_48.jpg,longan,vision_nonfruit_signal,vision_clothing_0.757,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000209288.jpg,orange,vision_nonfruit_signal,vision_animal_0.756,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/chestnut_Image_57.jpg,chestnut,vision_nonfruit_signal,vision_art_0.755,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000446917.jpg,pear,vision_nonfruit_signal,vision_vehicle_0.753,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000046090.jpg,apple,vision_nonfruit_signal,vision_animal_0.752,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000067116.jpg,pear,vision_nonfruit_signal,vision_furniture_0.752,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000123995.jpg,persimmon,vision_nonfruit_signal,vision_furniture_0.751,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000189472.jpg,apple|cherry,vision_nonfruit_signal,vision_furniture_0.744,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000168730.jpg,pear,vision_nonfruit_signal,vision_furniture_0.743,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
ml/datasets/fruit_dataset_26/images/train/000000425899.jpg,apple,vision_nonfruit_signal,vision_computer_0.743,high,manual_review,A non-fruit object may dominate the frame; verify fruit evidence and label fit.
