image_path,class_name,issue_type,risk_level,vision_signal,recommended_action,approved_action,notes
ml/datasets/fruit_dataset_26/images/train/000000119276.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.905,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000164121.jpg,orange|pear,vision_nonfruit_signal,high,vision_furniture_0.903,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000325505.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.902,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000505657.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.900,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000275961.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.898,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000424337.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.897,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000071936.jpg,persimmon,vision_nonfruit_signal,high,vision_furniture_0.896,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000341070.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.896,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000362599.jpg,apple|pear,vision_nonfruit_signal,high,vision_furniture_0.895,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000334328.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.890,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000181851.jpg,orange,vision_nonfruit_signal,high,vision_furniture_0.885,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000490711.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.883,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000364032.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.882,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_27.jpg,pomegranate,vision_nonfruit_signal,high,vision_art_0.882,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000486936.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.880,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000421560.jpg,orange,vision_nonfruit_signal,high,vision_furniture_0.878,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000039315.jpg,orange,vision_nonfruit_signal,high,vision_art_0.876,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000316026.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.875,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000178526.jpg,orange,vision_nonfruit_signal,high,vision_furniture_0.873,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_59.jpg,pomegranate,vision_nonfruit_signal,high,vision_art_0.871,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000514725.jpg,grape,vision_nonfruit_signal,high,vision_furniture_0.869,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000036953.jpg,apple|pear,vision_nonfruit_signal,high,vision_furniture_0.865,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000528915.jpg,cherry,vision_nonfruit_signal,high,vision_furniture_0.864,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000080853.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.864,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000151546.jpg,persimmon,vision_nonfruit_signal,high,vision_art_0.864,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000561894.jpg,mango,vision_nonfruit_signal,high,vision_furniture_0.863,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_28.jpg,bayberry,vision_nonfruit_signal,high,vision_art_0.862,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000346503.jpg,grape,vision_nonfruit_signal,high,vision_furniture_0.861,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000545160.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.859,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_26.jpg,pomegranate,vision_nonfruit_signal,high,vision_art_0.857,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000333580.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.856,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000360871.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.854,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000554698.jpg,mango,vision_nonfruit_signal,high,vision_furniture_0.854,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000424632.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.851,exclude_from_training_candidate,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000070965.jpg,apple|grape,vision_nonfruit_signal,high,vision_art_0.848,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000185820.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.847,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000475001.jpg,pear,vision_nonfruit_signal,high,vision_clothing_0.847,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/lychee_Image_35.jpg,lychee,vision_nonfruit_signal,high,vision_art_0.846,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000352252.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.845,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000506605.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.845,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/lychee_Image_54.jpg,lychee,vision_nonfruit_signal,high,vision_animal_0.844,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000349322.jpg,orange,vision_nonfruit_signal,high,vision_furniture_0.840,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000572754.jpg,grape,vision_nonfruit_signal,high,vision_art_0.839,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000442197.jpg,orange,vision_nonfruit_signal,high,vision_document_0.838,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000530002.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.837,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000571654.jpg,orange,vision_nonfruit_signal,high,vision_computer_0.836,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000021020.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.835,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000151170.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.833,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000523536.jpg,apple,vision_nonfruit_signal,high,vision_animal_0.832,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/chestnut_Image_48.jpg,chestnut,vision_nonfruit_signal,high,vision_art_0.832,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000292051.jpg,apple,vision_nonfruit_signal,high,vision_document_0.831,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000444233.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.831,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000486543.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.828,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_22.jpg,pomegranate,vision_nonfruit_signal,high,vision_art_0.827,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000107691.jpg,mango,vision_nonfruit_signal,high,vision_art_0.826,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000150444.jpg,persimmon,vision_nonfruit_signal,high,vision_furniture_0.826,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000506470.jpg,apple|pear,vision_nonfruit_signal,high,vision_art_0.826,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000485483.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.824,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000508278.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.823,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000295889.jpg,cherry,vision_nonfruit_signal,high,vision_furniture_0.822,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000434222.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.821,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000165610.jpg,pear|persimmon,vision_nonfruit_signal,high,vision_furniture_0.819,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/chestnut_Image_24.jpg,chestnut,vision_nonfruit_signal,high,vision_animal_0.818,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000051639.jpg,orange,vision_nonfruit_signal,high,vision_furniture_0.817,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000486415.jpg,strawberry,vision_nonfruit_signal,high,vision_furniture_0.815,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/pomegranate_Image_14.jpg,pomegranate,vision_nonfruit_signal,high,vision_art_0.813,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/chestnut_Image_8.jpg,chestnut,vision_nonfruit_signal,high,vision_animal_0.807,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000170976.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.807,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000326293.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.807,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000106351.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.806,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000279561.jpg,orange,vision_nonfruit_signal,high,vision_furniture_0.806,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000296843.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.805,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000161941.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.804,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000143040.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.803,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000015947.jpg,apple|pear,vision_nonfruit_signal,high,vision_furniture_0.802,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000118086.jpg,apple,vision_nonfruit_signal,high,vision_animal_0.801,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000173856.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.800,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_14.jpg,bayberry,vision_nonfruit_signal,high,vision_art_0.800,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000183398.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.799,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/lychee_Image_45.jpg,lychee,vision_nonfruit_signal,high,vision_animal_0.797,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000280270.jpg,persimmon,vision_nonfruit_signal,high,vision_vehicle_0.796,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000062175.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.791,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000272670.jpg,orange,vision_nonfruit_signal,high,vision_furniture_0.789,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000259115.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.788,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000341232.jpg,orange,vision_nonfruit_signal,high,vision_art_0.788,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000561543.jpg,mulberry|blueberry,vision_nonfruit_signal,high,vision_furniture_0.788,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000385485.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.787,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000500984.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.787,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000392843.jpg,mango,vision_nonfruit_signal,high,vision_vehicle_0.786,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_13.jpg,bayberry,vision_nonfruit_signal,high,vision_art_0.785,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000347300.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.785,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000308798.jpg,persimmon,vision_nonfruit_signal,high,vision_furniture_0.782,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000110518.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.780,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000535145.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.780,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_23.jpg,bayberry,vision_nonfruit_signal,high,vision_art_0.778,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000110019.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.777,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/lychee_Image_60.jpg,lychee,vision_nonfruit_signal,high,vision_animal_0.775,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_5.jpg,bayberry,vision_nonfruit_signal,high,vision_art_0.773,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000053385.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.772,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000219059.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.772,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000172509.jpg,kiwi,vision_nonfruit_signal,high,vision_furniture_0.768,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000414539.jpg,apple|pear|mango,vision_nonfruit_signal,high,vision_furniture_0.766,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000168963.jpg,pear,vision_nonfruit_signal,high,vision_animal_0.763,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000296161.jpg,apple,vision_nonfruit_signal,high,vision_animal_0.763,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000543882.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.762,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000089978.jpg,apple,vision_nonfruit_signal,high,vision_animal_0.760,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000571431.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.759,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/longan_Image_48.jpg,longan,vision_nonfruit_signal,high,vision_clothing_0.757,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000209288.jpg,orange,vision_nonfruit_signal,high,vision_animal_0.756,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/chestnut_Image_57.jpg,chestnut,vision_nonfruit_signal,high,vision_art_0.755,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000446917.jpg,pear,vision_nonfruit_signal,high,vision_vehicle_0.753,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000046090.jpg,apple,vision_nonfruit_signal,high,vision_animal_0.752,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000067116.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.752,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000123995.jpg,persimmon,vision_nonfruit_signal,high,vision_furniture_0.751,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000189472.jpg,apple|cherry,vision_nonfruit_signal,high,vision_furniture_0.744,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000168730.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.743,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000425899.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.743,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000436354.jpg,pear|persimmon,vision_nonfruit_signal,high,vision_furniture_0.741,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000066881.jpg,mandarin|pear,vision_nonfruit_signal,high,vision_art_0.739,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000026052.jpg,persimmon,vision_nonfruit_signal,high,vision_furniture_0.738,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000520341.jpg,apple,vision_nonfruit_signal,high,vision_document_0.738,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_24.jpg,bayberry,vision_nonfruit_signal,high,vision_art_0.738,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000199923.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.735,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000389702.jpg,pear,vision_nonfruit_signal,high,vision_animal_0.733,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000131352.jpg,kiwi|strawberry,vision_nonfruit_signal,high,vision_bedding_0.731,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000356948.jpg,grape,vision_nonfruit_signal,high,vision_computer_0.731,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000511580.jpg,strawberry,vision_nonfruit_signal,high,vision_document_0.727,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000022374.jpg,apple,vision_nonfruit_signal,high,vision_animal_0.726,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000361660.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.726,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000424307.jpg,mango,vision_nonfruit_signal,high,vision_furniture_0.725,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000282351.jpg,grape,vision_nonfruit_signal,high,vision_art_0.724,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000366733.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.723,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000304777.jpg,apple|blueberry,vision_nonfruit_signal,high,vision_bedding_0.722,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000285257.jpg,strawberry,vision_nonfruit_signal,high,vision_animal_0.716,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000139327.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.715,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/bayberry_Image_33.jpg,bayberry,vision_nonfruit_signal,high,vision_art_0.710,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000426548.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.709,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000444080.jpg,apple,vision_nonfruit_signal,high,vision_animal_0.706,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000010476.jpg,apple,vision_nonfruit_signal,high,vision_computer_0.704,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000520593.jpg,mango,vision_nonfruit_signal,high,vision_art_0.704,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000186734.jpg,apple,vision_nonfruit_signal,high,vision_furniture_0.704,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000575469.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.703,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000264663.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.702,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000310645.jpg,orange|pear|persimmon,vision_nonfruit_signal,high,vision_animal_0.702,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000357108.jpg,apple,vision_nonfruit_signal,high,vision_animal_0.702,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000329623.jpg,pear,vision_nonfruit_signal,high,vision_furniture_0.700,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000488962.jpg,pear,vision_people_without_fruit_signal,medium,vision_people_0.978,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000147753.jpg,pear,vision_people_without_fruit_signal,medium,vision_people_0.973,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000551733.jpg,pear,vision_people_without_fruit_signal,medium,vision_people_0.964,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000314392.jpg,orange,vision_people_without_fruit_signal,medium,vision_people_0.962,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000020376.jpg,apple,vision_people_without_fruit_signal,medium,vision_people_0.960,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/longan_Image_41.jpg,longan,vision_people_without_fruit_signal,medium,vision_people_0.960,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000364361.jpg,pear,vision_people_without_fruit_signal,medium,vision_people_0.958,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/val/000000366925.jpg,pear,vision_people_without_fruit_signal,medium,vision_people_0.958,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000123147.jpg,grape,vision_people_without_fruit_signal,medium,vision_people_0.957,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000525170.jpg,grape,vision_people_without_fruit_signal,medium,vision_people_0.957,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000279491.jpg,persimmon,vision_people_without_fruit_signal,medium,vision_people_0.954,manual_review,pending_review,
ml/datasets/fruit_dataset_26/images/train/000000371786.jpg,orange,vision_people_without_fruit_signal,medium,vision_people_0.954,manual_review,pending_review,
