image_path,current_class,issue_type,confidence,recommended_action,notes
ml/datasets/fruit_dataset_26/images/train/000000034570.jpg,apple|pear,vision_people_without_fruit_signal,vision_people_0.783,manual_review,Vision top labels: clothing=0.858; suit=0.834; people=0.783; adult=0.761; necktie=0.580
ml/datasets/fruit_dataset_26/images/train/000000034825.jpg,apple,vision_nonfruit_signal,vision_bedding_0.638,manual_review,Vision top labels: bedding=0.638; housewares=0.638; tool=0.583; pillow=0.583; bedroom=0.326
ml/datasets/fruit_dataset_26/images/train/000000036091.jpg,pear,vision_nonfruit_signal,vision_furniture_0.918,manual_review,Vision top labels: structure=0.970; furniture=0.918; cabinet=0.918; appliance=0.853; machine=0.853
ml/datasets/fruit_dataset_26/images/train/000000036953.jpg,apple|pear,vision_nonfruit_signal,vision_furniture_0.865,manual_review,Vision top labels: structure=0.912; furniture=0.865; cabinet=0.829; wood_processed=0.650; table=0.638
ml/datasets/fruit_dataset_26/images/train/000000037286.jpg,pear,vision_people_without_fruit_signal,vision_people_0.953,manual_review,Vision top labels: people=0.953; adult=0.937; structure=0.849; outdoor=0.829; cloudy=0.829
ml/datasets/fruit_dataset_26/images/train/000000037999.jpg,pear,vision_nonfruit_signal,vision_animal_0.663,manual_review,Vision top labels: animal=0.663; bird=0.663; parrot=0.640; structure=0.495; wood_natural=0.495
ml/datasets/fruit_dataset_26/images/train/000000040830.jpg,cherry,vision_people_without_fruit_signal,vision_people_0.917,manual_review,Vision top labels: people=0.917; adult=0.917; appliance=0.593; machine=0.593; stove=0.593
ml/datasets/fruit_dataset_26/images/train/000000040940.jpg,orange|pear,vision_people_without_fruit_signal,vision_people_0.876,manual_review,Vision top labels: people=0.876; child=0.863; adult=0.524; interior_room=0.362; interior_shop=0.362
ml/datasets/fruit_dataset_26/images/train/000000041252.jpg,apple|pear,vision_people_without_fruit_signal,vision_people_0.921,manual_review,Vision top labels: material=0.929; brick=0.928; people=0.921; adult=0.921; structure=0.883
ml/datasets/fruit_dataset_26/images/train/000000042371.jpg,grape,vision_people_without_fruit_signal,vision_people_0.861,manual_review,Vision top labels: machine=0.937; vehicle=0.937; wagon=0.937; animal=0.920; mammal=0.920
ml/datasets/fruit_dataset_26/images/train/000000043753.jpg,pear,vision_people_without_fruit_signal,vision_people_0.914,manual_review,Vision top labels: adult=0.914; people=0.914; container=0.324; bottle=0.322; clothing=0.208
ml/datasets/fruit_dataset_26/images/train/000000046090.jpg,apple,vision_nonfruit_signal,vision_animal_0.752,manual_review,Vision top labels: structure=0.833; wood_processed=0.833; tableware=0.755; utensil=0.755; plate=0.755
ml/datasets/fruit_dataset_26/images/train/000000047074.jpg,apple|pear,vision_people_without_fruit_signal,vision_people_0.464,manual_review,Vision top labels: structure=0.540; furniture=0.540; cabinet=0.540; clothing=0.513; jeans=0.513
ml/datasets/fruit_dataset_26/images/train/000000047333.jpg,grape,vision_nonfruit_signal,vision_furniture_0.556,manual_review,Vision top labels: structure=0.748; wood_processed=0.689; furniture=0.556; table=0.556; conveyance=0.371
ml/datasets/fruit_dataset_26/images/train/000000050597.jpg,pear,vision_people_without_fruit_signal,vision_people_0.910,manual_review,Vision top labels: people=0.910; child=0.910; clothing=0.472; material=0.342; textile=0.342
ml/datasets/fruit_dataset_26/images/train/000000051639.jpg,orange,vision_nonfruit_signal,vision_furniture_0.817,manual_review,Vision top labels: consumer_electronics=0.950; machine=0.950; television=0.950; structure=0.919; wood_processed=0.834
ml/datasets/fruit_dataset_26/images/train/000000051663.jpg,persimmon,vision_people_without_fruit_signal,vision_people_0.905,manual_review,Vision top labels: people=0.905; adult=0.905; utensil=0.866; tableware=0.866; plate=0.803
ml/datasets/fruit_dataset_26/images/train/000000052760.jpg,pear,vision_nonfruit_signal,vision_animal_0.952,exclude_from_training,Vision top labels: animal=0.952; cat=0.952; feline=0.952; mammal=0.952; adult_cat=0.952
ml/datasets/fruit_dataset_26/images/train/000000053385.jpg,apple,vision_nonfruit_signal,vision_computer_0.772,manual_review,Vision top labels: machine=0.772; computer=0.772; consumer_electronics=0.772; computer_keyboard=0.772; document=0.174
ml/datasets/fruit_dataset_26/images/train/000000054304.jpg,cherry,vision_people_without_fruit_signal,vision_people_0.896,manual_review,Vision top labels: people=0.896; adult=0.896; tableware=0.858; utensil=0.858; drinking_glass=0.786
ml/datasets/fruit_dataset_26/images/train/000000055818.jpg,pear,vision_people_without_fruit_signal,vision_people_0.936,manual_review,Vision top labels: people=0.936; adult=0.936; clothing=0.822; jeans=0.822; structure=0.788
ml/datasets/fruit_dataset_26/images/train/000000057445.jpg,apple,vision_people_without_fruit_signal,vision_people_0.856,manual_review,Vision top labels: people=0.856; adult=0.856; structure=0.667; conveyance=0.571; portal=0.571
ml/datasets/fruit_dataset_26/images/train/000000058355.jpg,pear,vision_people_without_fruit_signal,vision_people_0.929,manual_review,Vision top labels: adult=0.929; people=0.929; container=0.840; trash_can=0.840; material=0.822
ml/datasets/fruit_dataset_26/images/train/000000058425.jpg,pear,vision_people_without_fruit_signal,vision_people_0.852,manual_review,Vision top labels: people=0.852; adult=0.851; utensil=0.734; tableware=0.734; bowl=0.717
ml/datasets/fruit_dataset_26/images/train/000000059993.jpg,strawberry,vision_people_without_fruit_signal,vision_people_0.903,manual_review,Vision top labels: adult=0.903; people=0.903; clothing=0.668; jeans=0.659; appliance=0.473
ml/datasets/fruit_dataset_26/images/train/000000062175.jpg,apple,vision_nonfruit_signal,vision_computer_0.791,manual_review,Vision top labels: machine=0.791; consumer_electronics=0.791; computer=0.791; computer_keyboard=0.726; cord=0.639
ml/datasets/fruit_dataset_26/images/train/000000064139.jpg,apple,vision_nonfruit_signal,vision_computer_0.953,exclude_from_training,Vision top labels: machine=0.953; computer=0.953; consumer_electronics=0.953; computer_mouse=0.907; computer_keyboard=0.823
ml/datasets/fruit_dataset_26/images/train/000000066096.jpg,apple,vision_people_without_fruit_signal,vision_people_0.835,manual_review,Vision top labels: people=0.835; adult=0.833; consumer_electronics=0.763; machine=0.763; computer=0.763
ml/datasets/fruit_dataset_26/images/train/000000066301.jpg,apple|blueberry,vision_people_without_fruit_signal,vision_people_0.822,manual_review,Vision top labels: structure=0.950; wood_processed=0.906; utensil=0.867; tableware=0.867; plate=0.861
ml/datasets/fruit_dataset_26/images/train/000000066670.jpg,apple,vision_fruit_class_disagreement,vision_mango_0.795,manual_review,Vision top labels: food=0.799; fruit=0.799; mango=0.795; papaya=0.331; knife=0.161
ml/datasets/fruit_dataset_26/images/train/000000066881.jpg,mandarin|pear,vision_nonfruit_signal,vision_art_0.739,manual_review,Vision top labels: art=0.739; painting=0.739; food=0.038; fruit=0.033; egg=0.031
ml/datasets/fruit_dataset_26/images/train/000000067116.jpg,pear,vision_nonfruit_signal,vision_furniture_0.752,manual_review,Vision top labels: structure=0.883; furniture=0.752; table=0.733; wood_processed=0.712; conveyance=0.686
ml/datasets/fruit_dataset_26/images/train/000000068953.jpg,pear,vision_people_without_fruit_signal,vision_people_0.455,manual_review,Vision top labels: grass=0.836; land=0.836; outdoor=0.836; structure=0.595; furniture=0.592
ml/datasets/fruit_dataset_26/images/train/000000070965.jpg,apple|grape,vision_nonfruit_signal,vision_art_0.848,manual_review,Vision top labels: art=0.848; painting=0.848; container=0.447; vase=0.447; utensil=0.135
ml/datasets/fruit_dataset_26/images/train/000000071826.jpg,persimmon,vision_people_without_fruit_signal,vision_people_0.932,manual_review,Vision top labels: utensil=0.975; tableware=0.975; people=0.932; adult=0.932; drinking_glass=0.903
ml/datasets/fruit_dataset_26/images/train/000000071936.jpg,persimmon,vision_nonfruit_signal,vision_furniture_0.896,manual_review,Vision top labels: structure=0.961; cabinet=0.896; furniture=0.896; wood_processed=0.876; interior_room=0.862
ml/datasets/fruit_dataset_26/images/train/000000072821.jpg,pear,vision_nonfruit_signal,vision_furniture_0.692,manual_review,Vision top labels: structure=0.898; tableware=0.865; utensil=0.865; plate=0.864; wood_processed=0.854
ml/datasets/fruit_dataset_26/images/train/000000074386.jpg,pear,vision_people_without_fruit_signal,vision_people_0.586,manual_review,Vision top labels: people=0.586; adult=0.586; structure=0.563; outdoor=0.563; building=0.562
ml/datasets/fruit_dataset_26/images/train/000000076179.jpg,orange,vision_people_without_fruit_signal,vision_people_0.754,manual_review,Vision top labels: people=0.754; baby=0.735; child=0.457; material=0.297; textile=0.297
ml/datasets/fruit_dataset_26/images/train/000000077481.jpg,apple,vision_people_without_fruit_signal,vision_people_0.807,manual_review,Vision top labels: computer=0.938; consumer_electronics=0.938; laptop=0.938; machine=0.938; art=0.819
ml/datasets/fruit_dataset_26/images/train/000000077990.jpg,pear,vision_nonfruit_signal,vision_furniture_0.940,manual_review,Vision top labels: structure=0.988; cabinet=0.940; furniture=0.940; appliance=0.931; machine=0.931
ml/datasets/fruit_dataset_26/images/train/000000078361.jpg,apple,vision_nonfruit_signal,vision_document_0.934,exclude_from_training,Vision top labels: document=0.934; material=0.195; raw_glass=0.193; outdoor=0.139; sky=0.139
ml/datasets/fruit_dataset_26/images/train/000000079591.jpg,apple,vision_people_without_fruit_signal,vision_people_0.882,manual_review,Vision top labels: adult=0.882; people=0.882; structure=0.872; wood_processed=0.869; container=0.555
ml/datasets/fruit_dataset_26/images/train/000000079606.jpg,pear,vision_people_without_fruit_signal,vision_people_0.669,manual_review,Vision top labels: rocks=0.893; structure=0.893; people=0.669; adult=0.633; child=0.466
ml/datasets/fruit_dataset_26/images/train/000000080609.jpg,apple,vision_people_without_fruit_signal,vision_people_0.896,manual_review,Vision top labels: adult=0.896; people=0.896; computer=0.785; consumer_electronics=0.785; laptop=0.785
ml/datasets/fruit_dataset_26/images/train/000000082124.jpg,pear,vision_nonfruit_signal,vision_animal_0.985,exclude_from_training,Vision top labels: animal=0.985; mammal=0.985; structure=0.353; wood_processed=0.307; rocks=0.286
ml/datasets/fruit_dataset_26/images/train/000000082359.jpg,pear,vision_people_without_fruit_signal,vision_people_0.859,manual_review,Vision top labels: people=0.859; adult=0.859; structure=0.813; wood_processed=0.796; clothing=0.715
ml/datasets/fruit_dataset_26/images/train/000000083097.jpg,pear,vision_nonfruit_signal,vision_furniture_0.609,manual_review,Vision top labels: appliance=0.846; machine=0.846; stove=0.801; oven=0.645; kitchen_oven=0.644
ml/datasets/fruit_dataset_26/images/train/000000083836.jpg,pear,vision_people_without_fruit_signal,vision_people_0.922,manual_review,Vision top labels: structure=0.938; adult=0.922; people=0.922; furniture=0.807; cabinet=0.807
ml/datasets/fruit_dataset_26/images/train/000000084277.jpg,apple,vision_people_without_fruit_signal,vision_people_0.503,manual_review,Vision top labels: structure=0.933; conveyance=0.864; portal=0.864; window=0.835; arch=0.817
ml/datasets/fruit_dataset_26/images/train/000000084610.jpg,pear,vision_people_without_fruit_signal,vision_people_0.661,manual_review,Vision top labels: outdoor=0.965; sky=0.965; cloudy=0.941; liquid=0.824; water=0.824
ml/datasets/fruit_dataset_26/images/train/000000088609.jpg,apple,vision_people_without_fruit_signal,vision_people_0.842,manual_review,Vision top labels: structure=0.886; wood_processed=0.872; toy=0.856; stuffed_animals=0.856; people=0.842
ml/datasets/fruit_dataset_26/images/train/000000089112.jpg,apple,vision_people_without_fruit_signal,vision_people_0.647,manual_review,Vision top labels: structure=0.662; furniture=0.653; table=0.653; people=0.647; child=0.639
ml/datasets/fruit_dataset_26/images/train/000000089629.jpg,strawberry,vision_people_without_fruit_signal,vision_people_0.887,manual_review,Vision top labels: people=0.887; adult=0.887; structure=0.618; furniture=0.555; table=0.555
ml/datasets/fruit_dataset_26/images/train/000000089978.jpg,apple,vision_nonfruit_signal,vision_animal_0.760,manual_review,Vision top labels: structure=0.784; wood_processed=0.784; animal=0.760; mammal=0.760; cat=0.760
ml/datasets/fruit_dataset_26/images/train/000000090490.jpg,apple,vision_people_without_fruit_signal,vision_people_0.920,manual_review,Vision top labels: people=0.920; adult=0.920; consumer_electronics=0.626; machine=0.626; computer=0.626
ml/datasets/fruit_dataset_26/images/train/000000092301.jpg,pear,vision_people_without_fruit_signal,vision_people_0.817,manual_review,Vision top labels: umbrella=0.886; utensil=0.886; people=0.817; adult=0.817; outdoor=0.727
ml/datasets/fruit_dataset_26/images/train/000000092998.jpg,apple,vision_nonfruit_signal,vision_furniture_0.920,manual_review,Vision top labels: structure=0.965; furniture=0.920; cabinet=0.885; wood_processed=0.792; table=0.716
ml/datasets/fruit_dataset_26/images/train/000000093587.jpg,persimmon,vision_people_without_fruit_signal,vision_people_0.902,manual_review,Vision top labels: adult=0.902; people=0.902; clothing=0.779; baseball_hat=0.779; hat=0.779
ml/datasets/fruit_dataset_26/images/train/000000093599.jpg,pear,vision_people_without_fruit_signal,vision_people_0.944,manual_review,Vision top labels: structure=0.979; outdoor=0.965; grass=0.964; land=0.964; domicile=0.959
ml/datasets/fruit_dataset_26/images/train/000000096705.jpg,pear,vision_people_without_fruit_signal,vision_people_0.604,manual_review,Vision top labels: people=0.604; adult=0.604; food=0.229; dessert=0.229; frozen_dessert=0.229
ml/datasets/fruit_dataset_26/images/train/000000096757.jpg,pear,vision_people_without_fruit_signal,vision_people_0.620,manual_review,Vision top labels: structure=0.784; machine=0.689; consumer_electronics=0.689; computer=0.689; laptop=0.689
ml/datasets/fruit_dataset_26/images/train/000000097040.jpg,pear,vision_people_without_fruit_signal,vision_people_0.473,manual_review,Vision top labels: guitar=0.793; music=0.793; musical_instrument=0.793; string_instrument=0.793; people=0.473
ml/datasets/fruit_dataset_26/images/train/000000097330.jpg,apple,vision_people_without_fruit_signal,vision_people_0.942,manual_review,Vision top labels: consumer_electronics=0.974; machine=0.974; computer=0.974; laptop=0.974; people=0.942
ml/datasets/fruit_dataset_26/images/train/000000098434.jpg,apple|pear,vision_people_without_fruit_signal,vision_people_0.695,manual_review,Vision top labels: people=0.695; adult=0.695; structure=0.279; wood_processed=0.279; utensil=0.108
ml/datasets/fruit_dataset_26/images/train/000000100303.jpg,apple,vision_nonfruit_signal,vision_computer_0.866,exclude_from_training,Vision top labels: machine=0.866; consumer_electronics=0.866; computer=0.866; structure=0.846; wood_processed=0.837
ml/datasets/fruit_dataset_26/images/train/000000100668.jpg,pear,vision_people_without_fruit_signal,vision_people_0.822,manual_review,Vision top labels: people=0.822; adult=0.822; structure=0.593; wood_processed=0.593; container=0.385
ml/datasets/fruit_dataset_26/images/train/000000101468.jpg,pear,vision_people_without_fruit_signal,vision_people_0.872,manual_review,Vision top labels: people=0.872; adult=0.872; clothing=0.309; hoodie=0.304; structure=0.260
ml/datasets/fruit_dataset_26/images/train/000000102529.jpg,mango,vision_people_without_fruit_signal,vision_people_0.899,manual_review,Vision top labels: people=0.899; adult=0.899; utensil=0.756; structure=0.747; tableware=0.724
ml/datasets/fruit_dataset_26/images/train/000000103018.jpg,apple,vision_nonfruit_signal,vision_furniture_0.593,manual_review,Vision top labels: structure=0.663; furniture=0.593; table=0.576; conveyance=0.520; portal=0.520
ml/datasets/fruit_dataset_26/images/train/000000103108.jpg,orange,vision_people_without_fruit_signal,vision_people_0.610,manual_review,Vision top labels: people=0.610; crowd=0.610; clothing=0.280; hat=0.280; headgear=0.280
ml/datasets/fruit_dataset_26/images/train/000000103673.jpg,pear,vision_nonfruit_signal,vision_animal_0.891,exclude_from_training,Vision top labels: animal=0.891; mammal=0.891; structure=0.607; fence=0.607; outdoor=0.088
ml/datasets/fruit_dataset_26/images/train/000000106228.jpg,pear,vision_people_without_fruit_signal,vision_people_0.927,manual_review,Vision top labels: structure=0.964; people=0.927; adult=0.927; wood_processed=0.885; furniture=0.799
ml/datasets/fruit_dataset_26/images/train/000000106351.jpg,apple,vision_nonfruit_signal,vision_furniture_0.806,manual_review,Vision top labels: structure=0.806; cabinet=0.806; furniture=0.806; interior_room=0.609; kitchen=0.609
ml/datasets/fruit_dataset_26/images/train/000000107691.jpg,mango,vision_nonfruit_signal,vision_art_0.826,manual_review,Vision top labels: structure=0.928; art=0.826; decoration=0.809; frame=0.809; conveyance=0.797
ml/datasets/fruit_dataset_26/images/train/000000110019.jpg,apple,vision_nonfruit_signal,vision_furniture_0.777,manual_review,Vision top labels: structure=0.824; furniture=0.777; table=0.777; light=0.730; lamp=0.730
ml/datasets/fruit_dataset_26/images/train/000000110518.jpg,apple,vision_nonfruit_signal,vision_computer_0.780,manual_review,Vision top labels: machine=0.780; consumer_electronics=0.780; computer=0.780; computer_keyboard=0.690; cord=0.644
ml/datasets/fruit_dataset_26/images/train/000000111629.jpg,pear,vision_people_without_fruit_signal,vision_people_0.866,manual_review,Vision top labels: clothing=0.989; apron=0.985; people=0.866; adult=0.866; baseball_hat=0.701
ml/datasets/fruit_dataset_26/images/train/000000113152.jpg,pear|coconut,vision_people_without_fruit_signal,vision_people_0.927,manual_review,Vision top labels: people=0.927; adult=0.927; boat=0.262; machine=0.262; vehicle=0.262
ml/datasets/fruit_dataset_26/images/train/000000113619.jpg,apple,vision_people_without_fruit_signal,vision_people_0.749,manual_review,Vision top labels: structure=0.792; wood_processed=0.790; people=0.749; child=0.749; art=0.370
ml/datasets/fruit_dataset_26/images/train/000000115619.jpg,pear,vision_people_without_fruit_signal,vision_people_0.872,manual_review,Vision top labels: structure=0.985; wood_processed=0.910; furniture=0.880; cabinet=0.879; people=0.872
ml/datasets/fruit_dataset_26/images/train/000000118086.jpg,apple,vision_nonfruit_signal,vision_animal_0.801,manual_review,Vision top labels: animal=0.801; cat=0.801; feline=0.801; mammal=0.801; adult_cat=0.800
ml/datasets/fruit_dataset_26/images/train/000000119276.jpg,apple,vision_nonfruit_signal,vision_furniture_0.905,manual_review,Vision top labels: structure=0.907; furniture=0.905; cabinet=0.905; appliance=0.635; machine=0.635
ml/datasets/fruit_dataset_26/images/train/000000120400.jpg,apple,vision_people_without_fruit_signal,vision_people_0.878,manual_review,Vision top labels: people=0.878; adult=0.878; consumer_electronics=0.856; machine=0.856; computer=0.856
ml/datasets/fruit_dataset_26/images/train/000000121018.jpg,persimmon,vision_people_without_fruit_signal,vision_people_0.899,manual_review,Vision top labels: clothing=0.991; apron=0.990; people=0.899; adult=0.899; headgear=0.573
ml/datasets/fruit_dataset_26/images/train/000000123147.jpg,grape,vision_people_without_fruit_signal,vision_people_0.957,manual_review,Vision top labels: people=0.957; adult=0.957; utensil=0.471; tableware=0.471; plate=0.456
ml/datasets/fruit_dataset_26/images/train/000000123995.jpg,persimmon,vision_nonfruit_signal,vision_furniture_0.751,manual_review,Vision top labels: structure=0.926; utensil=0.885; tableware=0.885; wood_processed=0.884; furniture=0.751
ml/datasets/fruit_dataset_26/images/train/000000126733.jpg,apple|pear|cherry|persimmon,vision_fruit_class_disagreement,vision_grape_0.779,manual_review,Vision top labels: food=0.965; fruit=0.965; banana=0.927; grape=0.779; tableware=0.709
ml/datasets/fruit_dataset_26/images/train/000000127807.jpg,apple,vision_people_without_fruit_signal,vision_people_0.909,manual_review,Vision top labels: adult=0.909; people=0.909; outdoor=0.568; sky=0.568; blue_sky=0.568
ml/datasets/fruit_dataset_26/images/train/000000129821.jpg,orange,vision_nonfruit_signal,vision_computer_0.695,manual_review,Vision top labels: structure=0.856; wood_processed=0.851; machine=0.695; consumer_electronics=0.695; computer=0.695
ml/datasets/fruit_dataset_26/images/train/000000130180.jpg,grape,vision_nonfruit_signal,vision_furniture_0.912,manual_review,Vision top labels: structure=0.920; furniture=0.912; cabinet=0.908; machine=0.630; appliance=0.630
ml/datasets/fruit_dataset_26/images/train/000000131018.jpg,grape,vision_people_without_fruit_signal,vision_people_0.848,manual_review,Vision top labels: people=0.848; child=0.848; interior_room=0.724; kitchen=0.724; kitchen_sink=0.682
ml/datasets/fruit_dataset_26/images/train/000000131127.jpg,pear,vision_people_without_fruit_signal,vision_people_0.888,manual_review,Vision top labels: people=0.888; adult=0.888; art=0.233; decoration=0.233; tattoo=0.233
ml/datasets/fruit_dataset_26/images/train/000000131352.jpg,kiwi|strawberry,vision_nonfruit_signal,vision_bedding_0.731,manual_review,Vision top labels: interior_room=0.769; bedroom=0.769; bedding=0.731; housewares=0.731; pillow=0.623
ml/datasets/fruit_dataset_26/images/train/000000131815.jpg,pear,vision_people_without_fruit_signal,vision_people_0.873,manual_review,Vision top labels: people=0.873; adult=0.873; machine=0.589; bicycle=0.589; vehicle=0.589
