image_path,label_path,class_names,risk_level,issue_type,recommended_action,approved_action,notes
ml/datasets/fruit_dataset_26/images/train/000000151830.jpg,ml/datasets/fruit_dataset_26/labels/train/000000151830.txt,orange,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000534467.jpg,ml/datasets/fruit_dataset_26/labels/train/000000534467.txt,apple,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000036091.jpg,ml/datasets/fruit_dataset_26/labels/train/000000036091.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000267932.jpg,ml/datasets/fruit_dataset_26/labels/train/000000267932.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000552502.jpg,ml/datasets/fruit_dataset_26/labels/train/000000552502.txt,orange,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000181179.jpg,ml/datasets/fruit_dataset_26/labels/train/000000181179.txt,apple,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000130180.jpg,ml/datasets/fruit_dataset_26/labels/train/000000130180.txt,grape,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000541279.jpg,ml/datasets/fruit_dataset_26/labels/train/000000541279.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000226559.jpg,ml/datasets/fruit_dataset_26/labels/val/000000226559.txt,apple|orange,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000139004.jpg,ml/datasets/fruit_dataset_26/labels/train/000000139004.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000432417.jpg,ml/datasets/fruit_dataset_26/labels/train/000000432417.txt,orange,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000119276.jpg,ml/datasets/fruit_dataset_26/labels/train/000000119276.txt,apple,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000164121.jpg,ml/datasets/fruit_dataset_26/labels/train/000000164121.txt,orange|pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000325505.jpg,ml/datasets/fruit_dataset_26/labels/train/000000325505.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000505657.jpg,ml/datasets/fruit_dataset_26/labels/train/000000505657.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000275961.jpg,ml/datasets/fruit_dataset_26/labels/train/000000275961.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000424337.jpg,ml/datasets/fruit_dataset_26/labels/train/000000424337.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000071936.jpg,ml/datasets/fruit_dataset_26/labels/train/000000071936.txt,persimmon,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000341070.jpg,ml/datasets/fruit_dataset_26/labels/train/000000341070.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000362599.jpg,ml/datasets/fruit_dataset_26/labels/train/000000362599.txt,apple|pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000334328.jpg,ml/datasets/fruit_dataset_26/labels/train/000000334328.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000181851.jpg,ml/datasets/fruit_dataset_26/labels/train/000000181851.txt,orange,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000490711.jpg,ml/datasets/fruit_dataset_26/labels/train/000000490711.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000364032.jpg,ml/datasets/fruit_dataset_26/labels/train/000000364032.txt,apple,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000486936.jpg,ml/datasets/fruit_dataset_26/labels/train/000000486936.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000421560.jpg,ml/datasets/fruit_dataset_26/labels/train/000000421560.txt,orange,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000039315.jpg,ml/datasets/fruit_dataset_26/labels/val/000000039315.txt,orange,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000316026.jpg,ml/datasets/fruit_dataset_26/labels/val/000000316026.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000178526.jpg,ml/datasets/fruit_dataset_26/labels/train/000000178526.txt,orange,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000514725.jpg,ml/datasets/fruit_dataset_26/labels/train/000000514725.txt,grape,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000036953.jpg,ml/datasets/fruit_dataset_26/labels/train/000000036953.txt,apple|pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000080853.jpg,ml/datasets/fruit_dataset_26/labels/val/000000080853.txt,apple,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000151546.jpg,ml/datasets/fruit_dataset_26/labels/val/000000151546.txt,persimmon,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000346503.jpg,ml/datasets/fruit_dataset_26/labels/train/000000346503.txt,grape,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000545160.jpg,ml/datasets/fruit_dataset_26/labels/train/000000545160.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000333580.jpg,ml/datasets/fruit_dataset_26/labels/train/000000333580.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000360871.jpg,ml/datasets/fruit_dataset_26/labels/train/000000360871.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000424632.jpg,ml/datasets/fruit_dataset_26/labels/train/000000424632.txt,pear,high,vision_nonfruit_signal,exclude_from_training_candidate,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000070965.jpg,ml/datasets/fruit_dataset_26/labels/train/000000070965.txt,apple|grape,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000185820.jpg,ml/datasets/fruit_dataset_26/labels/train/000000185820.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000475001.jpg,ml/datasets/fruit_dataset_26/labels/train/000000475001.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000352252.jpg,ml/datasets/fruit_dataset_26/labels/train/000000352252.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000506605.jpg,ml/datasets/fruit_dataset_26/labels/train/000000506605.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000349322.jpg,ml/datasets/fruit_dataset_26/labels/train/000000349322.txt,orange,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000572754.jpg,ml/datasets/fruit_dataset_26/labels/val/000000572754.txt,grape,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000442197.jpg,ml/datasets/fruit_dataset_26/labels/train/000000442197.txt,orange,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000530002.jpg,ml/datasets/fruit_dataset_26/labels/train/000000530002.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000571654.jpg,ml/datasets/fruit_dataset_26/labels/train/000000571654.txt,orange,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000021020.jpg,ml/datasets/fruit_dataset_26/labels/train/000000021020.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000151170.jpg,ml/datasets/fruit_dataset_26/labels/train/000000151170.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000523536.jpg,ml/datasets/fruit_dataset_26/labels/train/000000523536.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000292051.jpg,ml/datasets/fruit_dataset_26/labels/train/000000292051.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000444233.jpg,ml/datasets/fruit_dataset_26/labels/val/000000444233.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000486543.jpg,ml/datasets/fruit_dataset_26/labels/val/000000486543.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000150444.jpg,ml/datasets/fruit_dataset_26/labels/train/000000150444.txt,persimmon,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000506470.jpg,ml/datasets/fruit_dataset_26/labels/train/000000506470.txt,apple|pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000485483.jpg,ml/datasets/fruit_dataset_26/labels/train/000000485483.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000508278.jpg,ml/datasets/fruit_dataset_26/labels/train/000000508278.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000434222.jpg,ml/datasets/fruit_dataset_26/labels/train/000000434222.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000165610.jpg,ml/datasets/fruit_dataset_26/labels/val/000000165610.txt,pear|persimmon,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000051639.jpg,ml/datasets/fruit_dataset_26/labels/train/000000051639.txt,orange,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000486415.jpg,ml/datasets/fruit_dataset_26/labels/train/000000486415.txt,strawberry,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000170976.jpg,ml/datasets/fruit_dataset_26/labels/val/000000170976.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000326293.jpg,ml/datasets/fruit_dataset_26/labels/val/000000326293.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000106351.jpg,ml/datasets/fruit_dataset_26/labels/train/000000106351.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000279561.jpg,ml/datasets/fruit_dataset_26/labels/train/000000279561.txt,orange,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000296843.jpg,ml/datasets/fruit_dataset_26/labels/val/000000296843.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000161941.jpg,ml/datasets/fruit_dataset_26/labels/val/000000161941.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000143040.jpg,ml/datasets/fruit_dataset_26/labels/val/000000143040.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000015947.jpg,ml/datasets/fruit_dataset_26/labels/train/000000015947.txt,apple|pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000118086.jpg,ml/datasets/fruit_dataset_26/labels/train/000000118086.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000173856.jpg,ml/datasets/fruit_dataset_26/labels/train/000000173856.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000183398.jpg,ml/datasets/fruit_dataset_26/labels/train/000000183398.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000280270.jpg,ml/datasets/fruit_dataset_26/labels/train/000000280270.txt,persimmon,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000062175.jpg,ml/datasets/fruit_dataset_26/labels/train/000000062175.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000272670.jpg,ml/datasets/fruit_dataset_26/labels/val/000000272670.txt,orange,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000259115.jpg,ml/datasets/fruit_dataset_26/labels/train/000000259115.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000341232.jpg,ml/datasets/fruit_dataset_26/labels/train/000000341232.txt,orange,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000385485.jpg,ml/datasets/fruit_dataset_26/labels/train/000000385485.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000500984.jpg,ml/datasets/fruit_dataset_26/labels/train/000000500984.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000347300.jpg,ml/datasets/fruit_dataset_26/labels/val/000000347300.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000308798.jpg,ml/datasets/fruit_dataset_26/labels/val/000000308798.txt,persimmon,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000110518.jpg,ml/datasets/fruit_dataset_26/labels/train/000000110518.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000535145.jpg,ml/datasets/fruit_dataset_26/labels/train/000000535145.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000110019.jpg,ml/datasets/fruit_dataset_26/labels/train/000000110019.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000053385.jpg,ml/datasets/fruit_dataset_26/labels/train/000000053385.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000219059.jpg,ml/datasets/fruit_dataset_26/labels/train/000000219059.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000414539.jpg,ml/datasets/fruit_dataset_26/labels/val/000000414539.txt,apple|pear|mango,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000168963.jpg,ml/datasets/fruit_dataset_26/labels/train/000000168963.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000296161.jpg,ml/datasets/fruit_dataset_26/labels/train/000000296161.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000543882.jpg,ml/datasets/fruit_dataset_26/labels/train/000000543882.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000089978.jpg,ml/datasets/fruit_dataset_26/labels/train/000000089978.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000571431.jpg,ml/datasets/fruit_dataset_26/labels/train/000000571431.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000209288.jpg,ml/datasets/fruit_dataset_26/labels/train/000000209288.txt,orange,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000446917.jpg,ml/datasets/fruit_dataset_26/labels/train/000000446917.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000046090.jpg,ml/datasets/fruit_dataset_26/labels/train/000000046090.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000067116.jpg,ml/datasets/fruit_dataset_26/labels/train/000000067116.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000123995.jpg,ml/datasets/fruit_dataset_26/labels/train/000000123995.txt,persimmon,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000189472.jpg,ml/datasets/fruit_dataset_26/labels/train/000000189472.txt,apple|cherry,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000168730.jpg,ml/datasets/fruit_dataset_26/labels/train/000000168730.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000425899.jpg,ml/datasets/fruit_dataset_26/labels/train/000000425899.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000436354.jpg,ml/datasets/fruit_dataset_26/labels/train/000000436354.txt,pear|persimmon,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000066881.jpg,ml/datasets/fruit_dataset_26/labels/train/000000066881.txt,mandarin|pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000026052.jpg,ml/datasets/fruit_dataset_26/labels/train/000000026052.txt,persimmon,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000520341.jpg,ml/datasets/fruit_dataset_26/labels/train/000000520341.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000199923.jpg,ml/datasets/fruit_dataset_26/labels/train/000000199923.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000389702.jpg,ml/datasets/fruit_dataset_26/labels/train/000000389702.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000131352.jpg,ml/datasets/fruit_dataset_26/labels/train/000000131352.txt,kiwi|strawberry,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000356948.jpg,ml/datasets/fruit_dataset_26/labels/train/000000356948.txt,grape,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000511580.jpg,ml/datasets/fruit_dataset_26/labels/train/000000511580.txt,strawberry,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000022374.jpg,ml/datasets/fruit_dataset_26/labels/train/000000022374.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000361660.jpg,ml/datasets/fruit_dataset_26/labels/train/000000361660.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000282351.jpg,ml/datasets/fruit_dataset_26/labels/train/000000282351.txt,grape,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000366733.jpg,ml/datasets/fruit_dataset_26/labels/val/000000366733.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000304777.jpg,ml/datasets/fruit_dataset_26/labels/train/000000304777.txt,apple|blueberry,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000285257.jpg,ml/datasets/fruit_dataset_26/labels/train/000000285257.txt,strawberry,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000139327.jpg,ml/datasets/fruit_dataset_26/labels/train/000000139327.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000426548.jpg,ml/datasets/fruit_dataset_26/labels/val/000000426548.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000444080.jpg,ml/datasets/fruit_dataset_26/labels/train/000000444080.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000010476.jpg,ml/datasets/fruit_dataset_26/labels/train/000000010476.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000186734.jpg,ml/datasets/fruit_dataset_26/labels/val/000000186734.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000575469.jpg,ml/datasets/fruit_dataset_26/labels/train/000000575469.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000264663.jpg,ml/datasets/fruit_dataset_26/labels/train/000000264663.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000310645.jpg,ml/datasets/fruit_dataset_26/labels/train/000000310645.txt,orange|pear|persimmon,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000357108.jpg,ml/datasets/fruit_dataset_26/labels/val/000000357108.txt,apple,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000329623.jpg,ml/datasets/fruit_dataset_26/labels/val/000000329623.txt,pear,high,vision_nonfruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000488962.jpg,ml/datasets/fruit_dataset_26/labels/train/000000488962.txt,pear,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000147753.jpg,ml/datasets/fruit_dataset_26/labels/train/000000147753.txt,pear,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000551733.jpg,ml/datasets/fruit_dataset_26/labels/train/000000551733.txt,pear,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000314392.jpg,ml/datasets/fruit_dataset_26/labels/train/000000314392.txt,orange,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
